priority,bs_year,bs_month,issue_type,current_candidate_start_dates,sources,reason,expected_information_gain,recommended_manual_action,source_file_or_url,page_number_or_crop_if_available
75,2006,8,low_trust_consensus,1949-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2006,9,low_trust_consensus,1949-12-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2006,10,low_trust_consensus,1950-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2006,11,low_trust_consensus,1950-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2006,12,low_trust_consensus,1950-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,2,low_trust_consensus,1950-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,3,low_trust_consensus,1950-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,4,low_trust_consensus,1950-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,5,low_trust_consensus,1950-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,6,low_trust_consensus,1950-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,7,low_trust_consensus,1950-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,8,low_trust_consensus,1950-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,9,low_trust_consensus,1950-12-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,10,low_trust_consensus,1951-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,11,low_trust_consensus,1951-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2007,12,low_trust_consensus,1951-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,3,low_trust_consensus,1951-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,4,low_trust_consensus,1951-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,5,low_trust_consensus,1951-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,6,low_trust_consensus,1951-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,7,low_trust_consensus,1951-10-18,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,8,low_trust_consensus,1951-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,9,low_trust_consensus,1951-12-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,10,low_trust_consensus,1952-01-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,11,low_trust_consensus,1952-02-13,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2008,12,low_trust_consensus,1952-03-13,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,2,low_trust_consensus,1952-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,3,low_trust_consensus,1952-06-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,4,low_trust_consensus,1952-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,5,low_trust_consensus,1952-08-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,6,low_trust_consensus,1952-09-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,7,low_trust_consensus,1952-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,8,low_trust_consensus,1952-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,9,low_trust_consensus,1952-12-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,10,low_trust_consensus,1953-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,11,low_trust_consensus,1953-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2009,12,low_trust_consensus,1953-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,2,low_trust_consensus,1953-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,3,low_trust_consensus,1953-06-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,4,low_trust_consensus,1953-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,5,low_trust_consensus,1953-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,6,low_trust_consensus,1953-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,7,low_trust_consensus,1953-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,8,low_trust_consensus,1953-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,9,low_trust_consensus,1953-12-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,10,low_trust_consensus,1954-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,11,low_trust_consensus,1954-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2010,12,low_trust_consensus,1954-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,2,low_trust_consensus,1954-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,3,low_trust_consensus,1954-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,4,low_trust_consensus,1954-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,5,low_trust_consensus,1954-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,6,low_trust_consensus,1954-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,7,low_trust_consensus,1954-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,8,low_trust_consensus,1954-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,9,low_trust_consensus,1954-12-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,10,low_trust_consensus,1955-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,11,low_trust_consensus,1955-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2011,12,low_trust_consensus,1955-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,3,low_trust_consensus,1955-06-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,4,low_trust_consensus,1955-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,5,low_trust_consensus,1955-08-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,6,low_trust_consensus,1955-09-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,7,low_trust_consensus,1955-10-18,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,8,low_trust_consensus,1955-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,9,low_trust_consensus,1955-12-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,10,low_trust_consensus,1956-01-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,11,low_trust_consensus,1956-02-13,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2012,12,low_trust_consensus,1956-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,2,low_trust_consensus,1956-05-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,3,low_trust_consensus,1956-06-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,4,low_trust_consensus,1956-07-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,5,low_trust_consensus,1956-08-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,6,low_trust_consensus,1956-09-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,7,low_trust_consensus,1956-10-17,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,8,low_trust_consensus,1956-11-16,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,9,low_trust_consensus,1956-12-15,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,10,low_trust_consensus,1957-01-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,11,low_trust_consensus,1957-02-12,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
75,2013,12,low_trust_consensus,1957-03-14,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,Only software/third-party-level consensus currently supports this month.,medium,Obtain official/printed calendar image or newspaper masthead for this BS day 1.,hamropatro_public_daysInMonth_js;medic_bikram_sambat_daysInMonth;sharingapples_nepali_date_config,
